Transaction_Id,Date,Time,Product_ID,Product_Name,Category,Quantity,Unit_Price,Discount,Total_Amount
T2024000001,2024-01-01,10:47:00,P0169,Samyang Buldak Stew Type 145g,Noodles,2,80.0,0.0,160.0
T2024000001,2024-01-01,10:47:00,P0177,Ottogi Beef Seaweed Soup Ramen,Noodles,3,70.0,0.0,210.0
T2024000001,2024-01-01,10:47:00,P0245,Honey Butter Almond 190g,Snacks,2,420.0,0.0,840.0
T2024000001,2024-01-01,10:47:00,P0115,Strawberry Milk 200mL 6Pcs,Liquor/Beverage,3,290.0,0.0,870.0
T2024000002,2024-01-01,11:23:00,P0206,Nongshim Chapagetti,Noodles,4,45.0,0.05,171.0
T2024000002,2024-01-01,11:23:00,P0026,Yopokki Sweet & Spicy 280g,Dry Food,1,145.0,0.0,145.0
T2024000002,2024-01-01,11:23:00,P0176,Ottogi Cheese Bokki Cup,Noodles,1,72.0,0.0,72.0
T2024000003,2024-01-01,12:07:00,P0122,Chamisul Original Soju,Liquor/Beverage,3,175.0,0.0,525.0
T2024000003,2024-01-01,12:07:00,P0184,Nongshim Baehongdong Bibimyeon 137g,Noodles,3,61.0,0.0,183.0
T2024000003,2024-01-01,12:07:00,P0163,Samyang Buldak Rose 140g,Noodles,5,88.0,0.0,440.0
T2024000004,2024-01-01,10:58:00,P0245,Honey Butter Almond 190g,Snacks,1,420.0,0.0,420.0
T2024000004,2024-01-01,10:58:00,P0019,Haepyo Crispy Seaweed 9Pcs,Dry Food,1,188.0,0.0,188.0
T2024000004,2024-01-01,10:58:00,P0146,Binggrae Yogurt Drink,Liquor/Beverage,2,55.0,0.0,110.0
T2024000004,2024-01-01,10:58:00,P0297,Pepero Choco Filled,Snacks,5,55.0,0.0,275.0
T2024000005,2024-01-01,19:56:00,P0120,Aloe Vera Juice 1.5L,Liquor/Beverage,3,175.0,0.0,525.0
T2024000005,2024-01-01,19:56:00,P0193,Paldo Gomtang Ramen,Noodles,1,56.0,0.0,56.0
T2024000005,2024-01-01,19:56:00,P0200,Paldo Koreno Kimchi Noodle,Noodles,2,50.0,0.0,100.0
T2024000006,2024-01-01,10:30:00,P0163,Samyang Buldak Rose 140g,Noodles,3,88.0,0.0,264.0
T2024000006,2024-01-01,10:30:00,P0211,Ottogi Jin Ramen Hot,Noodles,6,40.0,0.0,240.0
T2024000007,2024-01-01,10:20:00,P0122,Chamisul Original Soju,Liquor/Beverage,3,175.0,0.0,525.0
T2024000007,2024-01-01,10:20:00,P0196,Paldo Cheese Ramen,Noodles,6,55.0,0.0,330.0
T2024000007,2024-01-01,10:20:00,P0175,Samyang Jjajang Hot Chicken,Noodles,1,75.0,0.0,75.0
T2024000007,2024-01-01,10:20:00,P0150,Samyang Buldak Rosã Ramen 105g,Noodles,1,110.0,0.1,99.0
T2024000008,2024-01-01,13:19:00,P0196,Paldo Cheese Ramen,Noodles,5,55.0,0.0,275.0
T2024000009,2024-01-01,16:47:00,P0284,Kkokal Sweet Corn Snack,Snacks,2,80.0,0.0,160.0
T2024000009,2024-01-01,16:47:00,P0248,Choco Pie Black Sugar 12Pcs,Snacks,3,200.0,0.0,600.0
T2024000009,2024-01-01,16:47:00,P0153,Samyang Buldak Cheese Cup,Noodles,2,110.0,0.1,198.0
T2024000009,2024-01-01,16:47:00,P0200,Paldo Koreno Kimchi Noodle,Noodles,2,50.0,0.0,100.0
T2024000010,2024-01-01,11:24:00,P0245,Honey Butter Almond 190g,Snacks,3,420.0,0.0,1260.0
T2024000010,2024-01-01,11:24:00,P0244,Wasabi Almond 190g,Snacks,3,440.0,0.0,1320.0
T2024000010,2024-01-01,11:24:00,P0297,Pepero Choco Filled,Snacks,2,55.0,0.0,110.0
T2024000011,2024-01-01,19:42:00,P0256,Orion Custard Cake,Snacks,3,130.0,0.0,390.0
T2024000011,2024-01-01,19:42:00,P0047,Dongwon Spicy Tuna,Dry Food,4,80.0,0.0,320.0
T2024000011,2024-01-01,19:42:00,P0123,Cass Cold Brewed Beer 500mL,Liquor/Beverage,3,170.0,0.0,510.0
T2024000011,2024-01-01,19:42:00,P0247,Choco Pie Green Tea 12Pcs,Snacks,1,200.0,0.0,200.0
T2024000013,2024-01-01,10:16:00,P0115,Strawberry Milk 200mL 6Pcs,Liquor/Beverage,2,290.0,0.0,580.0
T2024000013,2024-01-01,10:16:00,P0295,Pepero Almond,Snacks,5,55.0,0.0,275.0
T2024000013,2024-01-01,10:16:00,P0211,Ottogi Jin Ramen Hot,Noodles,1,40.0,0.0,40.0
T2024000013,2024-01-01,10:16:00,P0247,Choco Pie Green Tea 12Pcs,Snacks,3,200.0,0.0,600.0
T2024000014,2024-01-01,12:04:00,P0300,Can Choco Balls,Snacks,6,45.0,0.0,270.0
T2024000014,2024-01-01,12:04:00,P0285,Corn Choco,Snacks,4,80.0,0.0,320.0
T2024000014,2024-01-01,12:04:00,P0211,Ottogi Jin Ramen Hot,Noodles,4,40.0,0.0,160.0
T2024000014,2024-01-01,12:04:00,P0178,Samyang Mala Buldak,Noodles,5,70.0,0.0,350.0
T2024000015,2024-01-01,11:50:00,P0244,Wasabi Almond 190g,Snacks,3,440.0,0.0,1320.0
T2024000015,2024-01-01,11:50:00,P0027,Yopokki Cheese 240g,Dry Food,3,145.0,0.0,435.0
T2024000015,2024-01-01,11:50:00,P0046,CJ Beksul Potato Starch,Dry Food,5,85.0,0.0,425.0
T2024000015,2024-01-01,11:50:00,P0048,Dongwon Light Tuna,Dry Food,2,75.0,0.15,127.5
T2024000016,2024-01-01,12:48:00,P0143,Nongshim Welchs Grape 355mL,Liquor/Beverage,6,60.0,0.0,360.0
T2024000016,2024-01-01,12:48:00,P0244,Wasabi Almond 190g,Snacks,1,440.0,0.1,396.0
T2024000017,2024-01-01,20:37:00,P0186,Ottogi Chachelin Blackbean 145g,Noodles,5,60.0,0.0,300.0
T2024000017,2024-01-01,20:37:00,P0153,Samyang Buldak Cheese Cup,Noodles,3,110.0,0.0,330.0
T2024000017,2024-01-01,20:37:00,P0163,Samyang Buldak Rose 140g,Noodles,3,88.0,0.0,264.0
T2024000018,2024-01-01,11:40:00,P0114,Banana Milk 200mL 6Pcs,Liquor/Beverage,2,290.0,0.0,580.0
T2024000018,2024-01-01,11:40:00,P0099,Daerim  Chaw Spicy Stick 90g,Food Frozen,5,80.0,0.0,400.0
T2024000018,2024-01-01,11:40:00,P0247,Choco Pie Green Tea 12Pcs,Snacks,3,200.0,0.0,600.0
T2024000018,2024-01-01,11:40:00,P0293,Lotte Sand Biscuit,Snacks,5,75.0,0.0,375.0
T2024000019,2024-01-01,17:22:00,P0145,Binggrae Melon Soda,Liquor/Beverage,1,60.0,0.0,60.0
