Transaction_Id,Date,Time,Product_ID,Product_Name,Category,Quantity,Unit_Price,Discount,Total_Amount
T2025000001,2025-11-24,18:15:00,P0298,Pepero White Cookie,Snacks,5,55.0,0.0,275.0
T2025000001,2025-11-24,18:15:00,P0122,Chamisul Original Soju,Liquor/Beverage,1,175.0,0.0,175.0
T2025000001,2025-11-24,18:15:00,P0177,Ottogi Beef Seaweed Soup Ramen,Noodles,4,70.0,0.0,280.0
T2025000001,2025-11-24,18:15:00,P0245,Honey Butter Almond 190g,Snacks,1,420.0,0.0,420.0
T2025000001,2025-11-24,18:15:00,P0189,Ottogi Bodle Cheese Ramen,Noodles,2,60.0,0.0,120.0
T2025000002,2025-11-24,18:19:00,P0299,Lotte Xylitol Green Gum,Snacks,1,55.0,0.0,55.0
T2025000002,2025-11-24,18:19:00,P0080,Samyang Buldak Original Spicy Mandu 700g,Food Frozen,1,410.0,0.0,410.0
T2025000002,2025-11-24,18:19:00,P0179,Ottogi Ramen Bokki Cup,Noodles,4,69.0,0.0,276.0
T2025000002,2025-11-24,18:19:00,P0279,Orion O! Karto Sweet Corn,Snacks,2,88.0,0.0,176.0
T2025000002,2025-11-24,18:19:00,P0203,Jin Ramen Spicy Cup,Noodles,3,50.0,0.0,150.0
T2025000003,2025-11-24,19:17:00,P0148,Binggrae Strawberry Milk,Liquor/Beverage,5,45.0,0.0,225.0
T2025000003,2025-11-24,19:17:00,P0032,Samlip Mini Kimbap,Dry Food,1,120.0,0.0,120.0
T2025000004,2025-11-24,18:14:00,P0145,Binggrae Melon Soda,Liquor/Beverage,1,60.0,0.05,57.0
T2025000004,2025-11-24,18:14:00,P0274,Haitai Matdongsan,Snacks,2,95.0,0.0,190.0
T2025000004,2025-11-24,18:14:00,P0280,Nongshim Potato Sticks,Snacks,1,85.0,0.0,85.0
T2025000004,2025-11-24,18:14:00,P0191,Paldo Teumsae Ramen,Noodles,3,60.0,0.0,180.0
T2025000004,2025-11-24,18:14:00,P0008,Ottogi Corn Syrup,Condiments,1,98.0,0.0,98.0
T2025000005,2025-11-24,13:18:00,P0134,KSD Green Grape Rice Wine 750mL,Liquor/Beverage,2,105.0,0.0,210.0
T2025000005,2025-11-24,13:18:00,P0059,Pork Belly (Samgyupsal) 500g,Food Fresh/Meat/Sidedish,2,275.0,0.0,550.0
T2025000006,2025-11-24,19:06:00,P0132,Sunhari Strawberry 360mL,Liquor/Beverage,3,120.0,0.0,360.0
T2025000006,2025-11-24,19:06:00,P0040,Ottogi Sweet Corn 340g,Dry Food,2,95.0,0.0,190.0
T2025000007,2025-11-24,17:54:00,P0044,Ottogi Vegetable Soup 80g,Dry Food,2,90.0,0.0,180.0
