Transaction_Id,Date,Time,Product_ID,Product_Name,Category,Quantity,Unit_Price,Discount,Total_Amount
T2025000001,2025-11-17,15:45:00,P0034,CJ  Cooked Rice,Dry Food,8,116.0,0.0,928.0
T2025000001,2025-11-17,15:45:00,P0017,Bibigo Seaweed Flakes 50g,Dry Food,6,210.0,0.0,1260.0
T2025000001,2025-11-17,15:45:00,P0038,(Kaya) Korean Rice 1Kg,Dry Food,7,100.0,0.0,700.0
T2025000001,2025-11-17,15:45:00,P0023,Dongwon  Luncheon Meat 340g,Dry Food,1,155.0,0.0,155.0
T2025000002,2025-11-17,15:18:00,P0259,Nongshim Sengseng U-Dong,Snacks,6,125.0,0.0,750.0
T2025000002,2025-11-17,15:18:00,P0300,Can Choco Balls,Snacks,6,45.0,0.0,270.0
T2025000002,2025-11-17,15:18:00,P0267,Lotte Pepero White Cookie,Snacks,8,110.0,0.0,880.0
T2025000002,2025-11-17,15:18:00,P0295,Pepero Almond,Snacks,2,55.0,0.0,110.0
T2025000002,2025-11-17,15:18:00,P0265,Orion Almond Candy,Snacks,9,110.0,0.0,990.0
T2025000002,2025-11-17,15:18:00,P0252,Lotte Banana Choco Pie 12Pcs,Snacks,10,180.0,0.25,1350.0
T2025000002,2025-11-17,15:18:00,P0276,Orion Sun Chips Korean BBQ,Snacks,5,90.0,0.0,450.0
T2025000002,2025-11-17,15:18:00,P0250,Haitai Honey Butter Almonds,Snacks,8,190.0,0.0,1520.0
T2025000003,2025-11-17,16:25:00,P0068,Enoki Mushroom 150G 2Packs,Food Fresh/Meat/Sidedish,6,120.0,0.0,720.0
T2025000003,2025-11-17,16:25:00,P0064,Kimbab Radish 400g,Food Fresh/Meat/Sidedish,9,185.0,0.0,1665.0
T2025000003,2025-11-17,16:25:00,P0050,Boneless Rib Eye 250g,Food Fresh/Meat/Sidedish,8,750.0,0.0,6000.0
T2025000003,2025-11-17,16:25:00,P0054,Chadolbagi Wagyu 500g,Food Fresh/Meat/Sidedish,8,475.0,0.0,3800.0
T2025000004,2025-11-17,10:15:00,P0139,Paldo Pororo Juice,Liquor/Beverage,9,65.0,0.0,585.0
T2025000004,2025-11-17,10:15:00,P0140,Woongjin Yogurt Peach 340mL,Liquor/Beverage,3,60.0,0.0,180.0
T2025000004,2025-11-17,10:15:00,P0141,Woongjin Yogurt Apple 340mL,Liquor/Beverage,7,60.0,0.1,378.0
T2025000004,2025-11-17,10:15:00,P0113,Binggre Melon Milk 200mL 6Pcs,Liquor/Beverage,3,290.0,0.0,870.0
T2025000005,2025-11-17,18:06:00,P0064,Kimbab Radish 400g,Food Fresh/Meat/Sidedish,5,185.0,0.2,740.0
T2025000005,2025-11-17,18:06:00,P0071,Kongsarang Firm Tofu,Food Fresh/Meat/Sidedish,9,65.0,0.0,585.0
T2025000005,2025-11-17,18:06:00,P0065,Sempio Spicy Stir-Fried Dried Squid,Food Fresh/Meat/Sidedish,7,175.0,0.0,1225.0
T2025000005,2025-11-17,18:06:00,P0054,Chadolbagi Wagyu 500g,Food Fresh/Meat/Sidedish,1,475.0,0.15,403.75
T2025000005,2025-11-17,18:06:00,P0056,Us Beef Strips 500g,Food Fresh/Meat/Sidedish,4,375.0,0.0,1500.0
T2025000005,2025-11-17,18:06:00,P0051,Us Premium Rib Eye 500g,Food Fresh/Meat/Sidedish,3,725.0,0.0,2175.0
T2025000005,2025-11-17,18:06:00,P0049,Our Home Kimchi 1Kg,Food Fresh/Meat/Sidedish,9,320.5,0.0,2884.5
T2025000006,2025-11-17,14:02:00,P0278,Haitai O! Karto Chips,Snacks,8,88.0,0.0,704.0
T2025000006,2025-11-17,14:02:00,P0268,Samlip Walnut Pie,Snacks,6,110.0,0.15,561.0
T2025000006,2025-11-17,14:02:00,P0284,Kkokal Sweet Corn Snack,Snacks,1,80.0,0.15,68.0
T2025000006,2025-11-17,14:02:00,P0250,Haitai Honey Butter Almonds,Snacks,10,190.0,0.0,1900.0
T2025000006,2025-11-17,14:02:00,P0298,Pepero White Cookie,Snacks,8,55.0,0.25,330.0
T2025000006,2025-11-17,14:02:00,P0255,Bibigo Crispy Seaweed Snack,Snacks,8,140.0,0.0,1120.0
T2025000007,2025-11-17,21:01:00,P0124,Terra Lager Beer 500mL,Liquor/Beverage,6,170.0,0.0,1020.0
T2025000007,2025-11-17,21:01:00,P0114,Banana Milk 200mL 6Pcs,Liquor/Beverage,8,290.0,0.0,2320.0
T2025000007,2025-11-17,21:01:00,P0134,KSD Green Grape Rice Wine 750mL,Liquor/Beverage,3,105.0,0.0,315.0
T2025000007,2025-11-17,21:01:00,P0143,Nongshim Welchs Grape 355mL,Liquor/Beverage,3,60.0,0.0,180.0
T2025000007,2025-11-17,21:01:00,P0113,Binggre Melon Milk 200mL 6Pcs,Liquor/Beverage,3,290.0,0.0,870.0
T2025000007,2025-11-17,21:01:00,P0112,Teazen Diet Tea Berry 10 Sticks,Liquor/Beverage,7,290.0,0.0,2030.0
T2025000007,2025-11-17,21:01:00,P0128,Chamiseul Fresh 360mL,Liquor/Beverage,4,120.0,0.0,480.0
T2025000007,2025-11-17,21:01:00,P0106,Mocha Gold Coffee 100Sticks,Liquor/Beverage,8,1100.0,0.0,8800.0
T2025000007,2025-11-17,21:01:00,P0139,Paldo Pororo Juice,Liquor/Beverage,10,65.0,0.0,650.0
T2025000008,2025-11-17,17:18:00,P0081,Assi Shrimp Wanton 600g,Food Frozen,1,400.0,0.0,400.0
T2025000008,2025-11-17,17:18:00,P0088,Dongwon  Real Crabs 144g ,Food Frozen,7,259.0,0.0,1813.0
T2025000008,2025-11-17,17:18:00,P0086,CJ Bibigo Gyoza Dumplings,Food Frozen,9,270.0,0.0,2430.0
T2025000008,2025-11-17,17:18:00,P0079,Daerim  Kimbab Ham 1Kg,Food Frozen,4,480.0,0.0,1920.0
T2025000008,2025-11-17,17:18:00,P0091,CJ Bibigo Japchae,Food Frozen,8,220.0,0.0,1760.0
T2025000009,2025-11-17,16:36:00,P0108,Ottogi Honey Citron Tea 1Kg,Liquor/Beverage,3,530.0,0.0,1590.0
T2025000009,2025-11-17,16:36:00,P0134,KSD Green Grape Rice Wine 750mL,Liquor/Beverage,3,105.0,0.0,315.0
T2025000009,2025-11-17,16:36:00,P0112,Teazen Diet Tea Berry 10 Sticks,Liquor/Beverage,3,290.0,0.0,870.0
T2025000010,2025-11-17,20:09:00,P0184,Nongshim Baehongdong Bibimyeon 137g,Noodles,6,61.0,0.0,366.0
T2025000010,2025-11-17,20:09:00,P0165,Samyang Cream Carbo Buldak 140g,Noodles,9,88.0,0.0,792.0
T2025000010,2025-11-17,20:09:00,P0174,Ottogi Cheese Bokki Cup,Noodles,5,75.0,0.0,375.0
T2025000010,2025-11-17,20:09:00,P0170,Ottogi Jin Jjajang,Noodles,4,80.0,0.2,256.0
T2025000010,2025-11-17,20:09:00,P0192,Nongshim Soon Veggie Ramen,Noodles,2,58.0,0.0,116.0
T2025000010,2025-11-17,20:09:00,P0201,Sewoo Tang Small Cup,Noodles,2,50.0,0.0,100.0
T2025000010,2025-11-17,20:09:00,P0169,Samyang Buldak Stew Type 145g,Noodles,2,80.0,0.15,136.0
T2025000010,2025-11-17,20:09:00,P0203,Jin Ramen Spicy Cup,Noodles,4,50.0,0.25,150.0
T2025000010,2025-11-17,20:09:00,P0153,Samyang Buldak Cheese Cup,Noodles,5,110.0,0.0,550.0
T2025000010,2025-11-17,20:09:00,P0183,Samyang Kimchi Ramen Bowl,Noodles,10,65.0,0.0,650.0
T2025000011,2025-11-17,09:14:00,P0001,Ottogi Sesame Oil 500mL,Condiments,8,590.5,0.0,4724.0
