Transaction_Id,Date,Time,Product_ID,Product_Name,Category,Quantity,Unit_Price,Discount,Total_Amount
T2024000001,2024-11-11,15:46:00,P0177,Ottogi Beef Seaweed Soup Ramen,Noodles,2,70.0,0.0,140.0
T2024000001,2024-11-11,15:46:00,P0178,Samyang Mala Buldak,Noodles,10,70.0,0.0,700.0
T2024000001,2024-11-11,15:46:00,P0208,Ottogi Jin Ramen Mild,Noodles,7,40.0,0.0,280.0
T2024000002,2024-11-11,21:31:00,P0213,Sempio Yondu 500mL,Seasoned/Sauce/Powder,7,345.0,0.0,2415.0
T2024000002,2024-11-11,21:31:00,P0226,CJ Beksul Sweet Korean Pancake Mix 400g,Seasoned/Sauce/Powder,6,155.0,0.2,744.0
T2024000003,2024-11-11,16:29:00,P0098,Daerim  Crabstick 216g,Food Frozen,1,98.0,0.0,98.0
T2024000003,2024-11-11,16:29:00,P0103,Daerim  Chaw Stick 100g,Food Frozen,9,73.0,0.0,657.0
T2024000003,2024-11-11,16:29:00,P0076,CJ  Crispy Hotdog,Food Frozen,3,640.0,0.0,1920.0
T2024000003,2024-11-11,16:29:00,P0086,CJ Bibigo Gyoza Dumplings,Food Frozen,2,270.0,0.05,513.0
T2024000003,2024-11-11,16:29:00,P0085,Bibigo Bulgogi Mandu,Food Frozen,9,280.0,0.0,2520.0
T2024000004,2024-11-11,13:08:00,P0278,Haitai O! Karto Chips,Snacks,9,88.0,0.0,792.0
T2024000004,2024-11-11,13:08:00,P0252,Lotte Banana Choco Pie 12Pcs,Snacks,9,180.0,0.0,1620.0
T2024000004,2024-11-11,13:08:00,P0260,Binch Biscuit,Snacks,5,120.0,0.0,600.0
T2024000004,2024-11-11,13:08:00,P0286,Crown Caramel Maple Corn,Snacks,8,80.0,0.0,640.0
T2024000005,2024-11-11,18:01:00,P0279,Orion O! Karto Sweet Corn,Snacks,8,88.0,0.0,704.0
T2024000005,2024-11-11,18:01:00,P0300,Can Choco Balls,Snacks,3,45.0,0.2,108.0
T2024000005,2024-11-11,18:01:00,P0275,Haitai Sweet Potato Snack,Snacks,9,95.0,0.0,855.0
T2024000005,2024-11-11,18:01:00,P0288,Nongshim Honey Rice Snack,Snacks,9,80.0,0.25,540.0
T2024000005,2024-11-11,18:01:00,P0253,Orion Market O Brownie,Snacks,8,170.0,0.0,1360.0
