User_ID,Product_ID,Product_Name,Category,Samples,Timestamp,LSTM_Backtest_RMSE,LSTM_Backtest_MAE,LSTM_Backtest_MAPE,XGB_Backtest_RMSE,XGB_Backtest_MAE,XGB_Backtest_MAPE,LSTM_RMSE,LSTM_MAE,LSTM_MAPE,XGB_RMSE,XGB_MAE,XGB_MAPE
10,P0001,Ottogi Sesame Oil 500mL,Condiments,415,2025-12-05 11:42:32,1.1263810749293173,0.8301225915235895,95.86787386870624,0.47105092285785477,0.37111204399002923,28.754483306849444,1.0938329767489636,0.8184166623433516,92.12951179603049,0.40171916927893864,0.2860070747065257,20.833703696009625
10,P0007,Samyang Spicy Mayo,Condiments,728,2025-12-05 11:42:33,1.2192728111480535,0.9615047013371203,118.67815458224082,2.1454017777532304,1.5638460526863733,51.4882496058933,1.076573366560068,0.8752011229182577,107.05790472643768,1.9087149989565952,1.4235925347837683,44.196042879868344
10,P0003,Sempio Sesame Oil,Condiments,668,2025-12-05 11:42:33,1.0223428838577604,0.8222690154141994,115.9400280618826,1.5600316912269903,1.239544990989897,52.12979887717616,1.0148115073411805,0.7896355964094146,105.07422257515604,1.6191698978253517,1.2781924347379314,51.38206884292866
10,P0005,Ottogi Gold Mayonnaise 300g,Condiments,780,2025-12-05 11:42:33,0.7354780003437653,0.61418921720718,164.12007745529345,1.3691444907120156,1.142639406522115,70.38980551939162,0.7088113041273261,0.5645622994494562,99.09886640762187,1.7515733745084483,1.4952624417268312,101.26519657316659
10,P0006,Chung Jung One Soy Sauce,Condiments,607,2025-12-05 11:42:33,1.16641957258171,0.9093504719257005,256.09777191771525,1.4623890457499717,1.1441787276003095,46.582386264820904,1.1304857777077955,0.9191429216813151,126.95839701977003,1.6193238089702853,1.2912270377893917,46.94056583702799
10,P0004,O'Food Korean Chili Oil,Condiments,745,2025-12-05 11:42:33,0.7135540128741891,0.5917207034059861,107.93039569659604,1.421679474043628,1.2007155160109202,71.24094720400544,0.6776314370007236,0.5807196810093485,81.73324005067263,1.8269357384102047,1.547945120190614,99.7262523749846
10,P0008,Ottogi Corn Syrup,Condiments,732,2025-12-05 11:44:05,0.8827063048750472,0.705698347330352,98.70236067720339,1.327212677338967,1.0176839384767744,43.35732568811678,0.8781755588540203,0.6925275329041995,98.7476004327548,1.3167615887736785,0.992069520106932,42.47109163475765
10,P0019,Haepyo Crispy Seaweed 9Pcs,Dry Food,442,2025-12-05 11:44:11,0.9974608170271781,0.7099310665032484,94.1320388280331,1.139199544696302,0.8564383937252893,46.20732876516523,0.7698060111023494,0.612613874077376,96.45222819007473,1.1880331298574767,0.9205060527565774,52.97293677546027
10,P0020,CJ Beksul Hotteok Mix,Dry Food,341,2025-12-05 11:44:14,0.9353645497127396,0.7566592934732664,101.02313697907226,1.1468278298072214,0.9051054014099968,53.57503841888337,0.8075970208368263,0.6950370836409983,101.81366034926774,0.811513811331235,0.6192806993705638,32.09753697867884
10,P0021,Bibigo Kimbab Kim 10Sheets,Dry Food,369,2025-12-05 11:44:18,0.935204263367992,0.7429160159569239,100.57497889840604,1.171789576351802,0.9282414790656832,51.3040717811286,1.0918344138182159,0.8121936798095438,98.15508486634462,1.2363463553265461,0.9852112837739893,53.73271344736992
10,P0018,(Kaya) Korean Rice 1.5Kg,Dry Food,470,2025-12-05 11:44:10,1.1151412841539643,0.8008385842848222,98.30563304029084,1.2911604172266697,0.9577607260810005,42.45369094420993,1.237930146143077,0.8223061789535727,99.08643001494583,1.494273855865089,1.0338967632740101,42.98450257127166
10,P0009,CJ Beksul Corn Syrup,Condiments,827,2025-12-05 11:44:10,1.1711622504985157,0.9337956206148752,133.46859728409487,2.3019359332914737,1.7920669277509054,51.05326730281544,1.1474166294429882,0.9225370268047028,148.02736275020186,2.2454938700131377,1.7765965059579136,52.045622903394516
10,P0022,Ottogi Tteokbokki Cup,Dry Food,387,2025-12-05 11:45:30,0.9843050449064129,0.7852443650932364,100.37346882438578,1.1864378342778459,0.9348807546827529,53.245706104412285,0.8838006610608561,0.7140671456944284,100.05109520168357,1.0760438083951045,0.8265262949161041,43.40953821809883
10,P0023,Dongwon  Luncheon Meat 340g,Dry Food,349,2025-12-05 11:45:37,1.0893167944358861,0.8376734474088448,97.31588182783577,1.393083698830969,1.0772358387708665,58.029840568386064,0.8250148514936513,0.7040440845320586,100.5728125806503,1.276300413335711,1.0182596002306257,77.50513677369982
10,P0024,O'Food Kimchi Soup Mix,Dry Food,416,2025-12-05 11:45:40,0.9105126137359498,0.7262031367217007,97.72132141307506,1.0410089486745628,0.8203122549586825,46.240592179159634,1.0286800950536792,0.7959272267117442,98.515043266681,1.0218559368256952,0.7702609726360866,42.12201820344341
10,P0025,Sempio Yellow Peach In Can 400g,Dry Food,358,2025-12-05 11:45:42,1.0696955296839672,0.8398160933916401,103.13496654033054,1.1620419185464712,0.8924764937824673,51.4530232435181,1.0051303192538823,0.8023291399707705,106.36806492554143,1.1119227681884243,0.8804119378328323,57.72288726593451
10,P0026,Yopokki Sweet & Spicy 280g,Dry Food,1084,2025-12-05 11:45:45,1.0454295594502194,0.813842430035199,101.80460638213972,3.477512188285931,2.722711115413242,45.63296524999307,1.0308646916458855,0.7955892840047452,100.21287083964563,3.4874482084312737,2.7490726846703737,50.11835629496686
10,P0030,Yopokki Onion Butter 120g Cup,Dry Food,241,2025-12-05 11:46:58,0.8126685359680147,0.690314436807928,100.60729944958989,1.5689515659393898,1.2940174069669512,90.22453331285053,0.9851050272291692,0.798014641840059,102.13262584149334,1.0590153589274902,0.7979538659660184,51.202991645352384
10,P0027,Yopokki Cheese 240g,Dry Food,1050,2025-12-05 11:46:04,0.9120132909803671,0.7408906350124413,104.72243742054283,2.605146895104321,2.0787733607821997,50.596652540453555,0.9217140443396088,0.7446737235778492,104.68892472324396,2.6664248297316258,2.1696648257119313,51.04726775953166
10,P0028,CJ Bibigo Seaweed Soup,Dry Food,484,2025-12-05 11:46:37,0.9179603879807816,0.7199625636509921,102.0410852786492,1.1525644419146865,0.8931270235114628,45.48063778814185,0.9410849468017288,0.7128566381538468,100.82669496549764,1.0220687734983653,0.7870793379459184,42.36884121105959
10,P0029,CJ Beksul Pancake Flour,Dry Food,446,2025-12-05 11:46:43,1.0794982957855648,0.8045159600329816,100.59383046100518,1.1287605795939961,0.8075712488757238,39.892356292122884,1.242134251226351,0.8682985174188782,100.70504882940658,1.2138112177043343,0.8105619000064002,39.01377219939357
10,P0031,Yopokki Cheese Cup 120g,Dry Food,1036,2025-12-05 11:47:03,1.2304961122691984,0.9853438623267441,168.08700212178314,4.343785246356969,3.325013441509671,42.106595762049636,1.1226097878089552,0.8971606825885032,213.56470819230861,4.209023159010653,3.2200382500886917,40.331872620231366
