User_ID,Product_ID,Product_Name,Category,Samples,Timestamp,Backtest_Status,LSTM_Backtest_RMSE,LSTM_Backtest_MAE,LSTM_Backtest_MAPE,XGB_Backtest_RMSE,XGB_Backtest_MAE,XGB_Backtest_MAPE,error
13,P0002,Ottogi Gold Mayonnaise 500g,Condiments,151,2025-12-14 02:11:37,NO_BACKTEST,,,,,,,`_estimator_type` undefined.  Please use appropriate mixin to define estimator type.
13,P0001,Ottogi Sesame Oil 500mL,Condiments,415,2025-12-14 02:11:37,BACKTEST_OK,1.1205515511665025,0.8302194712339163,96.92238719546056,0.46135546425181695,0.34106844663619995,24.518720728379712,`_estimator_type` undefined.  Please use appropriate mixin to define estimator type.
13,P0003,Sempio Sesame Oil,Condiments,668,2025-12-14 02:11:37,BACKTEST_OK,1.0244686962804643,0.8185445448751358,114.31883031274094,1.562388750799356,1.245132867495219,51.91838655052075,`_estimator_type` undefined.  Please use appropriate mixin to define estimator type.
13,P0004,O'Food Korean Chili Oil,Condiments,745,2025-12-14 02:11:37,BACKTEST_OK,0.7298141153539424,0.6164144888799341,105.87089803996386,1.4693147703455955,1.2226512591044107,71.0902253527834,`_estimator_type` undefined.  Please use appropriate mixin to define estimator type.
13,P0005,Ottogi Gold Mayonnaise 300g,Condiments,780,2025-12-14 02:11:53,BACKTEST_OK,0.7529529759370526,0.6239319775575902,141.5825832198581,1.3160310266676472,1.0756401465998755,64.97929407853297,`_estimator_type` undefined.  Please use appropriate mixin to define estimator type.
13,P0006,Chung Jung One Soy Sauce,Condiments,607,2025-12-14 02:12:36,BACKTEST_OK,1.1716089737416935,0.9064381900837859,240.90325627014965,1.5502268392574756,1.2387982765833536,51.998657809229684,`_estimator_type` undefined.  Please use appropriate mixin to define estimator type.
13,P0008,Ottogi Corn Syrup,Condiments,732,2025-12-14 02:12:41,BACKTEST_OK,0.8839388304369926,0.709599070458621,99.4686866080425,1.3426246944689333,0.9956005063321856,42.60193073931596,`_estimator_type` undefined.  Please use appropriate mixin to define estimator type.
13,P0007,Samyang Spicy Mayo,Condiments,728,2025-12-14 02:12:40,BACKTEST_OK,1.2174506787642334,0.9628125385973347,119.90031533711006,2.1359609523892216,1.5510020620293088,49.211409815058076,`_estimator_type` undefined.  Please use appropriate mixin to define estimator type.
13,P0010,Daerim  Big Smoke Ham 1Kg,Dry Food,163,2025-12-14 02:13:11,NO_BACKTEST,,,,,,,`_estimator_type` undefined.  Please use appropriate mixin to define estimator type.
13,P0009,CJ Beksul Corn Syrup,Condiments,827,2025-12-14 02:12:50,BACKTEST_OK,1.2012657234398336,0.92820369380214,104.16569998407839,2.2175342198241883,1.7477611071533627,49.54105117975944,`_estimator_type` undefined.  Please use appropriate mixin to define estimator type.
13,P0020,CJ Beksul Hotteok Mix,Dry Food,341,2025-12-14 02:13:19,BACKTEST_OK,0.9311091181188722,0.7493698860063143,99.52792744117608,1.1073620376409417,0.8692959818575117,50.7975563570936,`_estimator_type` undefined.  Please use appropriate mixin to define estimator type.
13,P0019,Haepyo Crispy Seaweed 9Pcs,Dry Food,442,2025-12-14 02:13:19,BACKTEST_OK,1.0005720367196211,0.7114618128364525,91.92188309640986,1.1431442399372032,0.8682908601231045,47.09393654424677,`_estimator_type` undefined.  Please use appropriate mixin to define estimator type.
13,P0018,(Kaya) Korean Rice 1.5Kg,Dry Food,470,2025-12-14 02:13:18,BACKTEST_OK,1.1161218316337618,0.8024165154448779,98.9873604612594,1.308799300994934,0.9707226216793061,43.14451349732947,`_estimator_type` undefined.  Please use appropriate mixin to define estimator type.
13,P0021,Bibigo Kimbab Kim 10Sheets,Dry Food,369,2025-12-14 02:13:26,BACKTEST_OK,0.9299160643332101,0.7389580155576998,99.89976098248107,1.1207564846400673,0.915975061721272,49.89154161226392,`_estimator_type` undefined.  Please use appropriate mixin to define estimator type.
13,P0022,Ottogi Tteokbokki Cup,Dry Food,387,2025-12-14 02:13:49,BACKTEST_OK,0.9878661552144479,0.7834108085845264,99.58874601031864,1.21950151816471,0.9435571544700199,53.4716855375855,`_estimator_type` undefined.  Please use appropriate mixin to define estimator type.
13,P0023,Dongwon  Luncheon Meat 340g,Dry Food,349,2025-12-14 02:13:50,BACKTEST_OK,1.0845153646143824,0.8417798760340633,98.4648305884175,1.360258684104118,1.0691450499826007,58.62794801845122,`_estimator_type` undefined.  Please use appropriate mixin to define estimator type.
13,P0025,Sempio Yellow Peach In Can 400g,Dry Food,358,2025-12-14 02:13:54,BACKTEST_OK,1.0716654872054057,0.8423226846781502,103.3746752921402,1.2117546917455069,0.9611597895622254,54.422431897076336,`_estimator_type` undefined.  Please use appropriate mixin to define estimator type.
13,P0024,O'Food Kimchi Soup Mix,Dry Food,416,2025-12-14 02:13:53,BACKTEST_OK,0.9085488044026488,0.7338846494783491,99.88409048851116,1.046595447079452,0.8150673045052422,44.831926387453834,`_estimator_type` undefined.  Please use appropriate mixin to define estimator type.
13,P0029,CJ Beksul Pancake Flour,Dry Food,446,2025-12-14 02:14:40,BACKTEST_OK,1.079991106620671,0.8010103075005861,99.7642371844862,1.1949554947082244,0.8550982687208388,43.867813738723285,`_estimator_type` undefined.  Please use appropriate mixin to define estimator type.
13,P0028,CJ Bibigo Seaweed Soup,Dry Food,484,2025-12-14 02:14:39,BACKTEST_OK,0.9197065664707658,0.7237057622128364,102.91738655448096,1.0114805201776929,0.8077530284722646,41.91332588183186,`_estimator_type` undefined.  Please use appropriate mixin to define estimator type.
13,P0027,Yopokki Cheese 240g,Dry Food,1050,2025-12-14 02:14:30,BACKTEST_OK,0.9184219992901461,0.7430889967420236,107.98275448600526,2.673979077634012,2.1561025109555985,55.20253477960546,`_estimator_type` undefined.  Please use appropriate mixin to define estimator type.
13,P0026,Yopokki Sweet & Spicy 280g,Dry Food,1084,2025-12-14 02:14:30,BACKTEST_OK,1.0500437663453783,0.8185825753690485,104.20331534506973,3.604566310156115,2.79245785607232,47.69279774128719,`_estimator_type` undefined.  Please use appropriate mixin to define estimator type.
13,P0030,Yopokki Onion Butter 120g Cup,Dry Food,241,2025-12-14 02:15:42,BACKTEST_OK,0.8119439942846224,0.6902177716261393,100.61636565116969,1.529459993471062,1.2343670129776,86.55256925909607,`_estimator_type` undefined.  Please use appropriate mixin to define estimator type.
13,P0033,CJ Beksul Frying Mix,Dry Food,334,2025-12-14 02:15:46,BACKTEST_OK,1.0581875889203918,0.8152549142297767,100.86768459385897,1.1478384856352561,0.8973909050226212,49.587584165511316,`_estimator_type` undefined.  Please use appropriate mixin to define estimator type.
13,P0032,Samlip Mini Kimbap,Dry Food,474,2025-12-14 02:15:44,BACKTEST_OK,0.8864626346020659,0.7128675523096691,101.28765203873814,1.107307516026312,0.8728532764646741,51.08803739276513,`_estimator_type` undefined.  Please use appropriate mixin to define estimator type.
13,P0031,Yopokki Cheese Cup 120g,Dry Food,1036,2025-12-14 02:15:43,BACKTEST_OK,1.2315205396093776,0.9844302750706861,170.9935324075492,4.464558182601689,3.4253691236178083,42.63217111883303,`_estimator_type` undefined.  Please use appropriate mixin to define estimator type.
