User_ID,Product_ID,Product_Name,Category,Samples,LSTM_RMSE,LSTM_MAE,LSTM_MAPE,XGB_RMSE,XGB_MAE,XGB_MAPE,Timestamp
6,P0001,Ottogi Sesame Oil 500mL,Condiments,1081,0.972412512547785,0.7984519218957323,152.2629062870282,45.96468955129443,35.90534973144531,22.94811298807832,2025-11-17 20:26:18
6,P0002,Ottogi Gold Mayonnaise 500g,Condiments,1080,1.0216003686938762,0.8461302918301312,125.31172679740922,47.55307222182785,38.90571594238281,24.36525072629134,2025-11-17 20:26:33
6,P0003,Sempio Sesame Oil,Condiments,1080,0.9951898923190307,0.8231742955263158,124.58448712199316,46.58599187171907,38.099056243896484,23.70782594010782,2025-11-17 20:26:49
6,P0004,O'Food Korean Chili Oil,Condiments,1081,0.9993602990159817,0.8130381727271753,133.5525376529731,48.0746566022252,38.3799934387207,25.43383512942225,2025-11-17 20:27:09
6,P0005,Ottogi Gold Mayonnaise 300g,Condiments,1082,0.985307312742091,0.8099192310463884,2372.925061835436,48.87856145112344,38.030757904052734,23.3076680590675,2025-11-17 20:27:22
6,P0006,Chung Jung One Soy Sauce,Condiments,1082,0.9524530681097625,0.7756633318778264,132.60751823675903,46.72900180161138,36.4450569152832,22.95948599068986,2025-11-17 20:27:37
6,P0007,Samyang Spicy Mayo,Condiments,1078,0.9999862340093674,0.8244317647789678,130.24417785463567,43.21272497319944,33.72160720825195,20.10252199723489,2025-11-17 20:27:54
6,P0008,Ottogi Corn Syrup,Condiments,1082,0.9479263683082165,0.7787629452335497,126.69708320868757,43.41585426278271,34.64836120605469,21.80137928490883,2025-11-17 20:28:08
6,P0009,CJ Beksul Corn Syrup,Condiments,1080,1.0143373472036548,0.8220086446434208,110.41072464885264,47.71607924746123,37.899845123291016,22.97728190621607,2025-11-17 20:28:22
6,P0010,Daerim  Big Smoke Ham 1Kg,Dry Food,1072,0.9262886902758073,0.7163742723782875,531.3887019911216,14.498722414756283,11.254565238952637,35.565116616746664,2025-11-17 20:28:34
6,P0011,CJ  Cooked Rice Plain 210g,Dry Food,1069,0.957251881941575,0.7462677742592693,109.41209211169367,13.283020332378875,10.097116470336914,33.54360930223076,2025-11-17 20:28:42
6,P0012,Ottogi Glass Noodle 1Kg,Dry Food,1068,0.8895638766922923,0.7032105302071434,103.7212921386415,13.334578710251135,10.639205932617188,41.467900471070195,2025-11-17 20:28:50
6,P0013,Dongwon  Whelk In Can 140g,Dry Food,1073,0.8831938225910979,0.7127932440411887,106.81411357923581,11.834637923703296,9.079257011413574,34.46199913452006,2025-11-17 20:29:00
6,P0014,Bibigo Beef Seaweed Soup,Dry Food,1069,0.9650224935416402,0.7870710736125326,118.12134999587131,14.716704985819632,11.505179405212402,50.165412271738376,2025-11-17 20:29:13
6,P0015,(Dae Joo) Gochugaru 500g,Dry Food,1069,1.0253538130536135,0.7860003084487198,108.50079655053062,14.777169759251938,11.41518497467041,46.982023614150904,2025-11-17 20:29:38
6,P0016,Dongwon  Vegetable Tuna Can 150g 2Pcs,Dry Food,1074,0.908396444051352,0.7393877754678285,102.21673369536828,13.283055943393165,10.31624698638916,36.23298834970233,2025-11-17 20:29:54
6,P0017,Bibigo Seaweed Flakes 50g,Dry Food,1073,0.9575736064290313,0.7849719836367711,108.00670017665036,12.973777145943936,10.422304153442383,35.00522157269432,2025-11-17 20:30:08
6,P0018,(Kaya) Korean Rice 1.5Kg,Dry Food,1070,0.972749399319611,0.7921270599350235,102.13504076728223,14.260407512133353,11.211419105529785,45.55056644660041,2025-11-17 20:30:16
6,P0019,Haepyo Crispy Seaweed 9Pcs,Dry Food,1073,0.9206686628212781,0.7402036928664204,117.5259196044963,13.800226757010982,11.017054557800293,55.3202686960275,2025-11-17 20:30:24
6,P0020,CJ Beksul Hotteok Mix,Dry Food,1073,1.013836712846973,0.8379646468510796,101.59515018999087,13.778556439399264,11.056051254272461,39.08067158493665,2025-11-17 20:30:33
6,P0021,Bibigo Kimbab Kim 10Sheets,Dry Food,1071,1.0108064192123214,0.8125266876955527,109.2052403182605,16.26264250544067,12.592601776123047,53.156137449011624,2025-11-17 20:30:40
6,P0022,Ottogi Tteokbokki Cup,Dry Food,1072,1.0359298975848823,0.8321242061222786,117.46561048287634,14.170096726393634,11.150647163391113,48.416060389693044,2025-11-17 20:30:47
6,P0023,Dongwon  Luncheon Meat 340g,Dry Food,1076,0.972223344953958,0.7697577837711864,122.14403293410065,15.328584903268753,12.252120018005371,51.99665977141814,2025-11-17 20:30:53
6,P0024,O'Food Kimchi Soup Mix,Dry Food,1071,0.9195416864528599,0.7339662346540817,187.26511918742435,12.607332766193611,10.010674476623535,36.15564710460186,2025-11-17 20:31:00
6,P0025,Sempio Yellow Peach In Can 400g,Dry Food,1073,0.8757113856300404,0.7155594478141644,129.04547951707096,12.39468267320047,9.882903099060059,36.55691919003746,2025-11-17 20:31:08
6,P0026,Yopokki Sweet & Spicy 280g,Dry Food,1070,1.0010788759883211,0.7831486707609105,102.19978370001301,14.85540712089504,11.835508346557617,38.08934755886241,2025-11-17 20:31:15
6,P0027,Yopokki Cheese 240g,Dry Food,1071,0.9398975170866636,0.7427709231144825,105.85031781949313,13.21258213447153,10.328149795532227,36.2804682935982,2025-11-17 20:31:21
6,P0028,CJ Bibigo Seaweed Soup,Dry Food,1071,0.9900813511092602,0.7823945292200789,165.86601266588087,15.453253858316387,11.993867874145508,68.18859999896496,2025-11-17 20:31:29
6,P0029,CJ Beksul Pancake Flour,Dry Food,1076,0.9083289355898864,0.7350421551373004,104.33216292229032,13.345553774272245,10.696996688842773,38.582981088287376,2025-11-17 20:31:38
6,P0030,Yopokki Onion Butter 120g Cup,Dry Food,1071,0.9467559960659019,0.7477620669848095,128.43595579004287,14.044161219363325,11.527440071105957,40.38837004163246,2025-11-17 20:31:46
6,P0031,Yopokki Cheese Cup 120g,Dry Food,1077,0.9869373082748457,0.821021798629681,112.69604802291265,15.598307767196905,12.414443016052246,73.44321006210393,2025-11-17 20:31:53
6,P0032,Samlip Mini Kimbap,Dry Food,1069,0.9668141406109255,0.7782720231818714,112.69691789979245,14.1246510690447,11.451541900634766,48.67797575369342,2025-11-17 20:31:59
6,P0033,CJ Beksul Frying Mix,Dry Food,1069,0.912615206195147,0.7207591136552457,114.61440667730089,14.501372699874452,11.564807891845703,38.55791744764506,2025-11-17 20:32:08
6,P0034,CJ  Cooked Rice,Dry Food,1069,0.9545707182171919,0.7759009782647354,113.69815612745413,13.825576875043383,11.073803901672363,53.857166251520326,2025-11-17 20:32:18
6,P0035,CJ  Multi-Grains Cooked Rice 210g,Dry Food,1071,0.8822897508474172,0.6946688696128805,105.07564018364926,12.137002883301042,9.448491096496582,37.35888997404367,2025-11-17 20:32:25
