User_ID,Product_ID,Product_Name,Category,Samples,LSTM_RMSE,LSTM_MAE,LSTM_MAPE,XGB_RMSE,XGB_MAE,XGB_MAPE,Timestamp
4,P0001,Ottogi Sesame Oil 500mL,Condiments,415,1.0916790736680189,0.8370478513088259,97.0494041877859,0.42296100283835575,0.3157337009906769,22.980906302670398,2025-12-03 16:41:33
4,P0003,Sempio Sesame Oil,Condiments,668,1.0136800052209807,0.8002579843118885,109.32802458565634,1.629271907610523,1.2830705642700195,50.31435004251726,2025-12-03 16:41:43
4,P0004,O'Food Korean Chili Oil,Condiments,745,0.6855080651795918,0.5932593718050047,83.22653257418722,1.638669183340124,1.3807648420333862,87.71787204901473,2025-12-03 16:41:54
4,P0005,Ottogi Gold Mayonnaise 300g,Condiments,780,0.7102780347149195,0.5655278996973198,98.31597453714508,1.8313717824391984,1.5680538415908813,105.83099953056983,2025-12-03 16:42:06
4,P0006,Chung Jung One Soy Sauce,Condiments,607,1.1301173477818052,0.918232567760588,126.82222412130544,1.502236685506114,1.2011250257492065,43.05071515021003,2025-12-03 16:42:16
4,P0007,Samyang Spicy Mayo,Condiments,728,1.0761849824804086,0.8717915477450204,104.8319539924522,1.9652825959427014,1.4248075485229492,42.78788944319315,2025-12-03 16:42:22
4,P0008,Ottogi Corn Syrup,Condiments,732,0.8835128342728138,0.6969402892381501,100.1601313678507,1.363887094797343,1.0139621496200562,42.90358534997482,2025-12-03 16:42:29
4,P0009,CJ Beksul Corn Syrup,Condiments,827,1.1626729088525358,0.9174692479024235,121.40230611037843,2.2548405183614713,1.7552989721298218,52.2272456736172,2025-12-03 16:42:40
4,P0018,(Kaya) Korean Rice 1.5Kg,Dry Food,470,1.2397372592925087,0.823823006810572,98.93286663119365,1.5038146944787447,1.0671031475067139,46.722912441754175,2025-12-03 16:42:47
4,P0019,Haepyo Crispy Seaweed 9Pcs,Dry Food,442,0.7689015896796655,0.6096858603345665,94.45335689713798,1.1221759636842896,0.8709004521369934,50.796096298344665,2025-12-03 16:42:52
4,P0020,CJ Beksul Hotteok Mix,Dry Food,341,0.8129280890238534,0.7008802725650922,103.0200012685492,0.855825375987659,0.6697988510131836,34.661215519888636,2025-12-03 16:42:57
4,P0021,Bibigo Kimbab Kim 10Sheets,Dry Food,369,1.0992218457318004,0.8180312406944977,102.18019127738683,1.2592811776702253,0.9909701943397522,55.42827751057591,2025-12-03 16:43:03
4,P0022,Ottogi Tteokbokki Cup,Dry Food,387,0.8810890616664051,0.7063286472590726,98.18414290105277,1.0626596443067091,0.851683497428894,44.19716410147838,2025-12-03 16:43:08
4,P0023,Dongwon  Luncheon Meat 340g,Dry Food,349,0.8200081097229126,0.7013787650162365,100.60895881734963,1.3159581901900406,1.0867412090301514,78.89984275897343,2025-12-03 16:43:13
4,P0024,O'Food Kimchi Soup Mix,Dry Food,416,1.0177339793205953,0.7961165380449424,99.77314938685764,1.0005040686475544,0.7432786822319031,39.95995886809701,2025-12-03 16:43:19
4,P0025,Sempio Yellow Peach In Can 400g,Dry Food,358,1.0012907196935779,0.7928311697661081,103.61984056065639,1.0899729224875183,0.8505181074142456,54.756407684907714,2025-12-03 16:43:24
4,P0026,Yopokki Sweet & Spicy 280g,Dry Food,1084,1.0355390710267767,0.811083366037868,104.07149212177053,3.655454761065013,2.8876211643218994,53.035882708477764,2025-12-03 16:43:32
