User_ID,Product_ID,Product_Name,Category,Samples,Timestamp,Backtest_Status,LSTM_Backtest_RMSE,LSTM_Backtest_MAE,LSTM_Backtest_MAPE,XGB_Backtest_RMSE,XGB_Backtest_MAE,XGB_Backtest_MAPE,LSTM_RMSE,LSTM_MAE,LSTM_MAPE,XGB_RMSE,XGB_MAE,XGB_MAPE,Backtest_Note,Training_Note
3,P0002,Ottogi Gold Mayonnaise 500g,Condiments,151,2025-12-12 13:19:59,NO_BACKTEST,,,,,,,1.0069086282931283,0.9414687138813806,99.36691638380213,0.7622577609205864,0.628835262790803,39.94668997744078,Backtest completed,Fully trained
3,P0001,Ottogi Sesame Oil 500mL,Condiments,415,2025-12-12 13:19:59,BACKTEST_OK,1.1173996832662891,0.8276333538962515,96.51932894389464,0.4519944637234189,0.34551648696263626,25.35177331279825,1.0971186140454188,0.8485960226588419,99.30894494266819,0.447492445567225,0.3254512067300728,22.886162182413432,Backtest completed,Fully trained
3,P0004,O'Food Korean Chili Oil,Condiments,745,2025-12-12 13:19:59,BACKTEST_OK,0.7372585553295045,0.6282189728965049,103.24963918846319,1.3102958039330892,1.0569238245487214,61.97978300779356,0.7411190301715832,0.6670262216476381,94.45004171725306,1.616548038523513,1.3479448252876334,86.00912271730053,Backtest completed,Fully trained
3,P0003,Sempio Sesame Oil,Condiments,668,2025-12-12 13:19:59,BACKTEST_OK,1.0216569447726545,0.8019709861338349,107.57285614918712,1.5863548406502999,1.254791804154714,50.506973540608996,1.008653644535953,0.7800173396544983,102.83286864446745,1.5124629387116635,1.2001473378779284,47.01946429829808,Backtest completed,Fully trained
3,P0005,Ottogi Gold Mayonnaise 300g,Condiments,780,2025-12-12 13:20:12,BACKTEST_OK,0.7430207781642187,0.6094257838476691,154.4580003355338,1.436362192741234,1.1647349629137251,73.19345788507866,0.7136002323429812,0.5862783906746484,93.14284448064805,1.5636811855498844,1.3152185296401,84.12890494852275,Backtest completed,Fully trained
3,P0006,Chung Jung One Soy Sauce,Condiments,607,2025-12-12 13:20:30,BACKTEST_OK,1.168310372572598,0.9131746039021422,259.27790150763406,1.53746201220353,1.216586579216851,50.8575979336076,1.136670135227604,0.9214405357466006,123.3223330914323,1.5103849346270017,1.2401775883846595,47.39379162820595,Backtest completed,Fully trained
3,P0007,Samyang Spicy Mayo,Condiments,728,2025-12-12 13:20:35,BACKTEST_OK,1.2175494364416877,0.9633568269516637,120.58959497337233,2.1331692405049214,1.5526763220628104,50.190369369050686,1.0791933012702202,0.8751983047475156,106.02087248425494,1.9186368373124172,1.4882628746228674,49.27596714818076,Backtest completed,Fully trained
3,P0010,Daerim  Big Smoke Ham 1Kg,Dry Food,163,2025-12-12 13:21:00,NO_BACKTEST,,,,,,,1.013959303196335,0.8132781051674292,99.22663196219766,1.2074631439166723,0.920306794571154,53.40293816845827,Backtest completed,Fully trained
3,P0008,Ottogi Corn Syrup,Condiments,732,2025-12-12 13:20:37,BACKTEST_OK,0.8884916437118793,0.717691746810089,102.3196169750887,1.3057711212888072,1.0053413543436263,42.48315242988398,0.8827060523451508,0.7002209163137328,101.28878891655229,1.3908461795087752,1.0410891114449015,44.873868267447065,Backtest completed,Fully trained
3,P0009,CJ Beksul Corn Syrup,Condiments,827,2025-12-12 13:20:43,BACKTEST_OK,1.1866045970450307,0.9292783120351658,111.49982568363563,2.2411924932049097,1.717466711335712,49.679306114967886,1.1812004436248689,0.9170088277874839,104.94773272941596,2.1821655670265616,1.7053462195109172,53.57556733029267,Backtest completed,Fully trained
3,P0019,Haepyo Crispy Seaweed 9Pcs,Dry Food,442,2025-12-12 13:21:08,BACKTEST_OK,0.993330947659026,0.7114338603535286,96.19923279224177,1.1160634376501637,0.8431358317534129,45.98711401234648,0.7741076566574951,0.6122347856770507,94.87298408125531,1.1184373599115882,0.8891488728898295,53.61088895087619,Backtest completed,Fully trained
3,P0018,(Kaya) Korean Rice 1.5Kg,Dry Food,470,2025-12-12 13:21:07,BACKTEST_OK,1.1147560897227404,0.803659738630115,98.55883090169411,1.3068193142593143,0.9441787203152974,42.10551110409345,1.24088517705088,0.8259685379153637,99.41390604314606,1.4802257835940116,1.0176071182210396,43.26680827295808,Backtest completed,Fully trained
3,P0020,CJ Beksul Hotteok Mix,Dry Food,341,2025-12-12 13:21:09,BACKTEST_OK,0.9380370423110382,0.7610800427550065,102.12905044706608,1.1117138397564823,0.8912086102697585,52.39197198676054,0.8057509358328302,0.6909758987444402,100.94307315330954,0.8872754852351451,0.7082060178120931,37.75189553152865,Backtest completed,Fully trained
3,P0021,Bibigo Kimbab Kim 10Sheets,Dry Food,369,2025-12-12 13:21:16,BACKTEST_OK,0.9325390187786938,0.7402650987525423,99.32068803941351,1.0999664338897381,0.9009703901078966,49.65947689686292,1.0938983341580204,0.8122803554113224,98.04411000217725,1.1430299000266433,0.9074180416158728,50.73399144096571,Backtest completed,Fully trained
3,P0022,Ottogi Tteokbokki Cup,Dry Food,387,2025-12-12 13:21:33,BACKTEST_OK,0.9870659995520178,0.7911919902358491,101.34139453527317,1.2001989695878124,0.9341764003038406,52.95978117919473,0.8769546368724102,0.7051039072154797,98.30306660525278,1.0762108036589466,0.8313059164927556,43.22000929942498,Backtest completed,Fully trained
3,P0023,Dongwon  Luncheon Meat 340g,Dry Food,349,2025-12-12 13:21:35,BACKTEST_OK,1.0892907684833797,0.8503535013943426,99.5007805070021,1.4783130323918654,1.1530537572171953,65.21225574218407,0.8050334511951212,0.6880117497052615,99.7166463477836,1.1672455315084596,0.9711592265537807,68.50877430893127,Backtest completed,Fully trained
