User_ID,Product_ID,Product_Name,Category,Samples,Timestamp,LSTM_Backtest_RMSE,LSTM_Backtest_MAE,LSTM_Backtest_MAPE,XGB_Backtest_RMSE,XGB_Backtest_MAE,XGB_Backtest_MAPE,LSTM_RMSE,LSTM_MAE,LSTM_MAPE,XGB_RMSE,XGB_MAE,XGB_MAPE
14,P0001,Ottogi Sesame Oil 500mL,Condiments,415,2025-12-09 11:53:27,1.11999786372572,0.8286524771086987,96.24800495128625,0.47175699814850186,0.34882967008484733,25.593413258040396,1.090735982322992,0.8041348091265798,89.07768946912238,0.4240364948214576,0.290885874305863,19.76849950221648
14,P0003,Sempio Sesame Oil,Condiments,668,2025-12-09 11:53:27,1.027295692576513,0.8089903583404234,108.21041481696042,1.5402496874147276,1.2491881767908732,51.5479853549064,1.0133261355590317,0.7917229989342105,106.05907314144423,1.5756417213290295,1.2445961824103968,50.1112508219427
14,P0005,Ottogi Gold Mayonnaise 300g,Condiments,780,2025-12-09 11:53:28,0.7367063611939626,0.6134179169944929,163.01869370847353,1.3844252636024756,1.1394033246570163,70.04761817152539,0.7288867596614136,0.6058922568072139,87.20881268932831,2.0608980024509087,1.7914958932460883,118.8018011057042
14,P0004,O'Food Korean Chili Oil,Condiments,745,2025-12-09 11:53:28,0.7435957367277819,0.6342718197777651,99.90181942880902,1.3019075425728786,1.0680626928806305,59.632535230832474,0.7587599990312532,0.6843897649037032,95.53881754283549,1.504623731998653,1.2113437748595373,77.47510341044386
14,P0006,Chung Jung One Soy Sauce,Condiments,607,2025-12-09 11:54:04,1.1672734813517494,0.9058798140066937,253.74589660703413,1.5293656020773696,1.2265452007452646,51.2313134806535,1.138763023842143,0.921201623982943,120.15831511801254,1.5865605095935087,1.2410825129415168,45.417938285564524
14,P0007,Samyang Spicy Mayo,Condiments,728,2025-12-09 11:54:08,1.2201234110537693,0.9650454238861448,120.06051850690667,2.2396345132760294,1.6493017282750873,51.610672894919205,1.0806340684487916,0.8728577969286433,104.55479716456884,1.9687060692719776,1.442582030002385,44.0468704341056
14,P0008,Ottogi Corn Syrup,Condiments,732,2025-12-09 11:54:11,0.8828438849009931,0.7198031156770367,102.66167805634774,1.326404750804644,1.0227459324730765,44.73397636150767,0.8823033063595146,0.699866324877944,101.30130817403537,1.3689133782006617,1.0505221668554812,45.369161411673296
14,P0009,CJ Beksul Corn Syrup,Condiments,827,2025-12-09 11:54:12,1.1896726998618203,0.9299341597797874,113.05688524080037,2.1568493546546463,1.6939632071389092,50.2933680578421,1.1834211432372217,0.9209173144656231,109.51548187937394,2.1777571516739576,1.7167122866733964,54.39674868292229
14,P0019,Haepyo Crispy Seaweed 9Pcs,Dry Food,442,2025-12-09 11:54:48,0.9953428060338282,0.7097792780736649,96.06028847635811,1.1681708901616115,0.891084165043301,48.81075434709983,0.7740960589727574,0.614514295978864,95.58511413441893,1.1219752938903296,0.8771363416414583,52.65502830272012
14,P0018,(Kaya) Korean Rice 1.5Kg,Dry Food,470,2025-12-09 11:54:46,1.1149356023989339,0.8056241840603829,98.95767064582876,1.3027629089142718,0.9599936352835762,43.65088922684155,1.2404377082532105,0.8232507781763689,98.62985216276361,1.5152538718906985,1.0536933072069858,45.603889863119065
14,P0020,CJ Beksul Hotteok Mix,Dry Food,341,2025-12-09 11:54:53,0.9354332678081547,0.7566110414359539,101.09033594814821,1.1587207357369558,0.908782512611813,52.95063914918396,0.8090005290791145,0.693963936909022,101.10796861063167,0.8344529631293114,0.6652883930482726,34.35770675591389
14,P0021,Bibigo Kimbab Kim 10Sheets,Dry Food,369,2025-12-09 11:55:00,0.9293515404240806,0.7362527502244447,98.80476117084112,1.1372948907187945,0.9175620681709713,50.59673060489921,1.0994778560076934,0.8180172578672548,99.78319333992494,1.1757841778760767,0.9141484257337209,51.682724412906225
14,P0022,Ottogi Tteokbokki Cup,Dry Food,387,2025-12-09 11:55:33,0.9918912193076759,0.7849135580391768,98.65677816645973,1.1771726585785411,0.90343556271659,50.20561891794205,0.8825388853006425,0.7212781477810281,102.53649828484824,1.0763285099411353,0.8118699086018097,39.27854339281718
14,P0023,Dongwon  Luncheon Meat 340g,Dry Food,349,2025-12-09 11:55:42,1.075938938518765,0.8448064625120961,100.29908059934597,1.4160144131534573,1.1175567871994443,62.36538458879663,0.8235227695112549,0.7022674361243282,100.24169955769528,1.2047707128657223,0.9968447583062309,73.36549275829678
14,P0024,O'Food Kimchi Soup Mix,Dry Food,416,2025-12-09 11:55:46,0.91158327193218,0.7213705199398978,96.50733661897269,1.015220665885504,0.7910963869757123,44.41305651204296,1.0230000385852425,0.8000083291790697,100.33068117996895,1.010868518764776,0.7496946666921888,39.867029602295155
