Transaction_Id,Date,Time,Product_ID,Product_Name,Category,Quantity,Unit_Price,Discount,Total_Amount
T2022000001,2022-01-01,19:15:00,P0145,Binggrae Melon Soda,Liquor/Beverage,4,60.0,0.0,240.0
T2022000001,2022-01-01,19:15:00,P0294,Pepero Strawberry,Snacks,4,55.0,0.0,220.0
T2022000001,2022-01-01,19:15:00,P0252,Lotte Banana Choco Pie 12Pcs,Snacks,2,180.0,0.0,360.0
T2022000001,2022-01-01,19:15:00,P0203,Jin Ramen Spicy Cup,Noodles,4,50.0,0.0,200.0
T2022000001,2022-01-01,19:15:00,P0177,Ottogi Beef Seaweed Soup Ramen,Noodles,5,70.0,0.0,350.0
T2022000002,2022-01-01,16:48:00,P0031,Yopokki Cheese Cup 120g,Dry Food,2,120.0,0.0,240.0
T2022000002,2022-01-01,16:48:00,P0025,Sempio Yellow Peach In Can 400g,Dry Food,2,145.0,0.0,290.0
T2022000002,2022-01-01,16:48:00,P0150,Samyang Buldak Rosã Ramen 105g,Noodles,2,110.0,0.0,220.0
T2022000002,2022-01-01,16:48:00,P0245,Honey Butter Almond 190g,Snacks,1,420.0,0.0,420.0
T2022000002,2022-01-01,16:48:00,P0123,Cass Cold Brewed Beer 500mL,Liquor/Beverage,1,170.0,0.0,170.0
T2022000003,2022-01-01,08:06:00,P0125,Jinro Fresh Soju,Liquor/Beverage,3,170.0,0.0,510.0
T2022000003,2022-01-01,08:06:00,P0248,Choco Pie Black Sugar 12Pcs,Snacks,1,200.0,0.0,200.0
T2022000004,2022-01-01,12:20:00,P0252,Lotte Banana Choco Pie 12Pcs,Snacks,1,180.0,0.0,180.0
T2022000004,2022-01-01,12:20:00,P0254,Honey Roasted Peanuts,Snacks,3,165.0,0.0,495.0
T2022000004,2022-01-01,12:20:00,P0296,Lotte Cereal Choco,Snacks,4,55.0,0.0,220.0
T2022000005,2022-01-01,16:11:00,P0132,Sunhari Strawberry 360mL,Liquor/Beverage,3,120.0,0.15,306.0
T2022000006,2022-01-01,19:27:00,P0114,Banana Milk 200mL 6Pcs,Liquor/Beverage,3,290.0,0.0,870.0
T2022000006,2022-01-01,19:27:00,P0268,Samlip Walnut Pie,Snacks,2,110.0,0.0,220.0
T2022000006,2022-01-01,19:27:00,P0286,Crown Caramel Maple Corn,Snacks,1,80.0,0.0,80.0
T2022000006,2022-01-01,19:27:00,P0003,Sempio Sesame Oil,Condiments,3,185.0,0.0,555.0
T2022000006,2022-01-01,19:27:00,P0236,CJ  Soybean Paste 500g,Seasoned/Sauce/Powder,1,123.0,0.0,123.0
